hotel_id,hotel_name,city,province,area,latitude,longitude,hotel_type,price_range,rating,review_count,amenities,nearby_attractions,tags,description,other_details
H0399,Serene Retreat,Pokhara,4,Near Paragliding Sites (Pokhara Valley),28.203809,83.92572,Eco-Lodge,5600-10600 NPR,4.1,342,Breakfast Included; Bonfire,Paragliding Sites (Pokhara Valley),heritage; mountain-view; local-experience; Tandem Flights; Paragliding,"Serene Retreat is a eco-lodge situated in Near Paragliding Sites (Pokhara Valley), Pokhara. Guests enjoy Breakfast Included, Bonfire. Nearby: Paragliding Sites (Pokhara Valley). Best time to visit: Oct–Nov, Mar–May.","{""best_time"": ""Oct–Nov, Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Breakfast Included"", ""Bonfire""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0400,Vista Retreat,Parbat,4,Satyawati Temple,27.728702,85.30757,Homestay,1200-8000 NPR,4.2,286,Conference Hall; Laundry; Guide Services; Bar; Bike Rental; Lake View; Hiking Tours,Satyawati Temple,wellness; mountain-view; temple; local-experience; hindu,"Vista Retreat is a homestay situated in Satyawati Temple, Parbat. Guests enjoy Conference Hall, Laundry, Guide Services, Bar. Nearby: Satyawati Temple. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Conference Hall"", ""Laundry"", ""Guide Services"", ""Bar"", ""Bike Rental""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0401,Vista Haven Manang,Manang,4,Near Milarepa Cave,27.641905,85.323021,Resort,5500-13600 NPR,2.8,19,Restaurant; Guide Services; Conference Hall; Bonfire; Family Rooms; Airport Shuttle; Bike Rental,Milarepa Cave,buddhist; trekking; hills; cave; birdwatching; landmarks; mountains; hiking,"Vista Haven Manang is a resort situated in Near Milarepa Cave, Manang. Guests enjoy Restaurant, Guide Services, Conference Hall, Bonfire. Nearby: Milarepa Cave. Best time to visit: Sep-Nov, Mar-May.","{""best_time"": ""Sep-Nov, Mar-May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Restaurant"", ""Guide Services"", ""Conference Hall"", ""Bonfire"", ""Family Rooms""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0402,Vista Villa,Jhapa,1,"Near Urlabari, jhapa",27.739296,85.282956,Budget Hotel,6800-7200 NPR,3.0,758,Hiking Tours; Free WiFi; Free Parking,"Urlabari, jhapa",mountain-view; trekking,"Vista Villa is a budget hotel situated in Near Urlabari, jhapa, Jhapa. Guests enjoy Hiking Tours, Free WiFi, Free Parking. Nearby: Urlabari, jhapa. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Free WiFi"", ""Free Parking""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0403,Tranquil Lodge,Myagdi,5,Near Dhaulagiri mountain ,27.666538,85.357614,Lodge,800-5700 NPR,3.8,428,Bar; Family Rooms,Dhaulagiri mountain ,trekking; hills; mountain; mountain-view; scenery,"Tranquil Lodge is a lodge situated in Near Dhaulagiri mountain , Myagdi. Guests enjoy Bar, Family Rooms. Nearby: Dhaulagiri mountain . Best time to visit: Mar–May, Sep–Nov.","{""best_time"": ""Mar–May, Sep–Nov"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bar"", ""Family Rooms""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0404,Cloud Villa Tehrathum,Tehrathum,1,Near Sukepokhari,27.720661,85.312357,Budget Hotel,1000-3400 NPR,4.3,260,Room Service; Free Parking; Bike Rental; Laundry,Sukepokhari,High-altitude pond; nature photography; birdwatching; peaceful camping; romantic,"Cloud Villa Tehrathum is a budget hotel situated in Near Sukepokhari, Tehrathum. Guests enjoy Room Service, Free Parking, Bike Rental, Laundry. Nearby: Sukepokhari. Best time to visit: Oct–Dec & Mar–May.","{""best_time"": ""Oct–Dec & Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Room Service"", ""Free Parking"", ""Bike Rental"", ""Laundry""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0405,Vista Stay - 405,Mustang,4,Near Lower Mustang trek,27.720772,85.318004,Lodge,4000-11000 NPR,3.3,1061,Bonfire; Pet Friendly; Bike Rental; Breakfast Included; Free Parking,Lower Mustang trek,trekking; hills; mountain-view; landmarks; mountains; hiking,"Vista Stay - 405 is a lodge situated in Near Lower Mustang trek, Mustang. Guests enjoy Bonfire, Pet Friendly, Bike Rental, Breakfast Included. Nearby: Lower Mustang trek. Best time to visit: Sep-Nov, Mar-May.","{""best_time"": ""Sep-Nov, Mar-May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Pet Friendly"", ""Bike Rental"", ""Breakfast Included"", ""Free Parking""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0406,Cloud Villa Dang,Dang,5,Ganeshpur Park- Tulsipur Dang,27.745612,85.336921,Guesthouse,6100-13400 NPR,4.7,511,Restaurant; Lake View; Mountain View,Ganeshpur Park- Tulsipur Dang,luxury; park; tour; scenery,"Cloud Villa Dang is a guesthouse situated in Ganeshpur Park- Tulsipur Dang, Dang. Guests enjoy Restaurant, Lake View, Mountain View. Nearby: Ganeshpur Park- Tulsipur Dang. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Restaurant"", ""Lake View"", ""Mountain View""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0407,Pine Cottage,Bhojpur,1,Near Bhojpur,27.680116,85.270049,Boutique Hotel,4400-8600 NPR,4.7,111,Bike Rental; Free Parking; Airport Shuttle; Hiking Tours,Bhojpur,hiking; river; wellness; temple,"Pine Cottage is a boutique hotel situated in Near Bhojpur, Bhojpur. Guests enjoy Bike Rental, Free Parking, Airport Shuttle, Hiking Tours. Nearby: Bhojpur. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bike Rental"", ""Free Parking"", ""Airport Shuttle"", ""Hiking Tours""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0408,Golden Lodge,Bara,2,Gadhi Mai Temple Forest Area,27.74681,85.323204,Budget Hotel,1000-8500 NPR,2.9,884,Swimming Pool; Breakfast Included,Gadhi Mai Temple Forest Area,wildlife; cultural immersion without festival rush; birdwatching; Nature walks,"Golden Lodge is a budget hotel situated in Gadhi Mai Temple Forest Area, Bara. Guests enjoy Swimming Pool, Breakfast Included. Nearby: Gadhi Mai Temple Forest Area. Best time to visit: Nov–Feb.","{""best_time"": ""Nov–Feb"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Swimming Pool"", ""Breakfast Included""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0409,Riverbend Lodge,Gulmi,5,Near Marbhung,27.734497,85.314881,Eco-Lodge,3600-11600 NPR,4.4,207,Wake-up Service; Free WiFi; Hiking Tours; Bike Rental,Marbhung,culture; near-temple; river; temple; hill; luxury,"Riverbend Lodge is a eco-lodge situated in Near Marbhung, Gulmi. Guests enjoy Wake-up Service, Free WiFi, Hiking Tours, Bike Rental. Nearby: Marbhung. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Wake-up Service"", ""Free WiFi"", ""Hiking Tours"", ""Bike Rental""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0410,Himalayan Homestay,Janakpur,2,Near Ram Mandir,26.758124,85.879118,Hostel,2600-8700 NPR,3.6,910,Free Parking; Spa; Breakfast Included,Ram Mandir,hindu; temple; adventure,"Himalayan Homestay is a hostel situated in Near Ram Mandir, Janakpur. Guests enjoy Free Parking, Spa, Breakfast Included. Nearby: Ram Mandir. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free Parking"", ""Spa"", ""Breakfast Included""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0411,Everest Cottage,Tanahun,4,Rising Ranipokhari,27.71004,85.304937,Budget Hotel,1700-9700 NPR,3.4,702,Pet Friendly; Free WiFi; Bike Rental; Spa,Rising Ranipokhari,village; lakeside; pond,"Everest Cottage is a budget hotel situated in Rising Ranipokhari, Tanahun. Guests enjoy Pet Friendly, Free WiFi, Bike Rental, Spa. Nearby: Rising Ranipokhari. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Pet Friendly"", ""Free WiFi"", ""Bike Rental"", ""Spa""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0412,Cloud Inn,Chitwan,3,Tharu Cultural Program,27.58302,84.389232,Lodge,2100-10100 NPR,4.2,957,Lake View; Room Service; Tour Desk; Wake-up Service; Mountain View; Guide Services,Tharu Cultural Program,Local cuisine; wellness; Cultural dance; offbeat; luxury,"Cloud Inn is a lodge situated in Tharu Cultural Program, Chitwan. Guests enjoy Lake View, Room Service, Tour Desk, Wake-up Service. Nearby: Tharu Cultural Program. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Lake View"", ""Room Service"", ""Tour Desk"", ""Wake-up Service"", ""Mountain View""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0413,Pine Retreat,Illam,1,"Near Sriyantuu, ilam",27.695984,85.265577,Eco-Lodge,6500-12200 NPR,4.4,769,Family Rooms; Restaurant; Free WiFi,"Sriyantuu, ilam",Landmarks; peaceful; Tour; picnic spot; budget; romantic; Hills,"Pine Retreat is a eco-lodge situated in Near Sriyantuu, ilam, Illam. Guests enjoy Family Rooms, Restaurant, Free WiFi. Nearby: Sriyantuu, ilam. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Family Rooms"", ""Restaurant"", ""Free WiFi""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0414,Cloud Lodge Dhankuta,Dhankuta,1,"Near Bhedetar, dhankuta",27.749525,85.283189,Resort,2100-5700 NPR,3.4,448,Restaurant; Lake View; Conference Hall; Free Parking,"Bhedetar, dhankuta",hiking; romantic; food tour; near-temple,"Cloud Lodge Dhankuta is a resort situated in Near Bhedetar, dhankuta, Dhankuta. Guests enjoy Restaurant, Lake View, Conference Hall, Free Parking. Nearby: Bhedetar, dhankuta. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Restaurant"", ""Lake View"", ""Conference Hall"", ""Free Parking""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0415,Sunrise Lodge Nuwakot,Nuwakot,3, Kakani ,27.73449,85.253316,Guesthouse,3000-10800 NPR,3.3,762,Restaurant; Bike Rental; Guide Services; Airport Shuttle; Swimming Pool; Spa; Hiking Tours, Kakani ,near-temple; biking; picnic spot; local-experience; cycling; farm,"Sunrise Lodge Nuwakot is a guesthouse situated in Kakani , Nuwakot. Guests enjoy Restaurant, Bike Rental, Guide Services, Airport Shuttle. Nearby: Kakani . Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Restaurant"", ""Bike Rental"", ""Guide Services"", ""Airport Shuttle"", ""Swimming Pool""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0416,Riverbend Haven Pokhara,Pokhara,4,Near Australian Camp,28.260122,84.01717,Cottage,2000-7200 NPR,4.4,671,Breakfast Included; Laundry; Spa,Australian Camp,Photography; culture; near-temple; budget; Sunrise trek; spiritual,"Riverbend Haven Pokhara is a cottage situated in Near Australian Camp, Pokhara. Guests enjoy Breakfast Included, Laundry, Spa. Nearby: Australian Camp. Best time to visit: Oct–Nov, Mar–May.","{""best_time"": ""Oct–Nov, Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Breakfast Included"", ""Laundry"", ""Spa""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0417,Cloud Cottage,Lalitpur,3,Near Phulchowki,27.699831,85.295712,Lodge,6300-12800 NPR,3.9,989,Bonfire; Wake-up Service; Laundry; Family Rooms; Breakfast Included; Bar; Swimming Pool,Phulchowki,trekking; wellness; picnic spot; hiking; lakeside; hill,"Cloud Cottage is a lodge situated in Near Phulchowki, Lalitpur. Guests enjoy Bonfire, Wake-up Service, Laundry, Family Rooms. Nearby: Phulchowki. Best time to visit: Mar-May,Oct-Apr.","{""best_time"": ""Mar-May,Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Wake-up Service"", ""Laundry"", ""Family Rooms"", ""Breakfast Included""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0418,Tranquil House,Palpa,5,Argeli Palace,27.741092,85.270544,Boutique Hotel,1600-3300 NPR,3.4,1062,Free Parking; Room Service; Breakfast Included; Hiking Tours,Argeli Palace,wellness; historical; culture; eco-friendly; scenery; hill,"Tranquil House is a boutique hotel situated in Argeli Palace, Palpa. Guests enjoy Free Parking, Room Service, Breakfast Included, Hiking Tours. Nearby: Argeli Palace. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free Parking"", ""Room Service"", ""Breakfast Included"", ""Hiking Tours""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0419,Riverbend Haven,Dolpa,6,Bon religion in dolpo ,27.661548,85.268055,Boutique Hotel,3400-5100 NPR,3.4,1027,Conference Hall; Airport Shuttle; Laundry; Free Parking; Swimming Pool; Bike Rental,Bon religion in dolpo ,buddhist; peaceful; monastery; Bon religion,"Riverbend Haven is a boutique hotel situated in Bon religion in dolpo , Dolpa. Guests enjoy Conference Hall, Airport Shuttle, Laundry, Free Parking. Nearby: Bon religion in dolpo . Best time to visit: May-Oct.","{""best_time"": ""May-Oct"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Conference Hall"", ""Airport Shuttle"", ""Laundry"", ""Free Parking"", ""Swimming Pool""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0420,Cloud Retreat Taplejung,Taplejung,1,Olangchung Gola,27.729425,85.332218,Homestay,2100-4600 NPR,4.8,1112,Free WiFi; Mountain View; Tour Desk; Pet Friendly,Olangchung Gola,culture; heritage; Tour; river; romantic; Hiking; Hills; spiritual,"Cloud Retreat Taplejung is a homestay situated in Olangchung Gola, Taplejung. Guests enjoy Free WiFi, Mountain View, Tour Desk, Pet Friendly. Nearby: Olangchung Gola. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free WiFi"", ""Mountain View"", ""Tour Desk"", ""Pet Friendly""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0421,Serene Cottage Chitwan,Chitwan,3,Jungle Lodge / Tree House Stay,27.502047,84.36544,Hostel,6700-14700 NPR,4.2,944,Airport Shuttle; Lake View; Bar; Guide Services,Jungle Lodge / Tree House Stay,wellness; culture; near-temple; Overnight stay in wooden jungle lodge; romantic,"Serene Cottage Chitwan is a hostel situated in Jungle Lodge / Tree House Stay, Chitwan. Guests enjoy Airport Shuttle, Lake View, Bar, Guide Services. Nearby: Jungle Lodge / Tree House Stay. Best time to visit: Oct–Apr.","{""best_time"": ""Oct–Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Airport Shuttle"", ""Lake View"", ""Bar"", ""Guide Services""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0422,Serene Homestay,Dang,5,Near Jakhera tal,27.699976,85.319062,Lodge,3300-7300 NPR,3.6,826,Conference Hall; Mountain View; Lake View; Free WiFi; Breakfast Included; Spa; Airport Shuttle,Jakhera tal,boat tour; culture; heritage; local-experience; scenery; pond; lake,"Serene Homestay is a lodge situated in Near Jakhera tal, Dang. Guests enjoy Conference Hall, Mountain View, Lake View, Free WiFi. Nearby: Jakhera tal. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Conference Hall"", ""Mountain View"", ""Lake View"", ""Free WiFi"", ""Breakfast Included""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0423,Tranquil Cottage Gulmi,Gulmi,5,Near Marbhung,27.679461,85.355433,Homestay,1300-4400 NPR,3.0,1132,Breakfast Included; Tour Desk; Bonfire,Marbhung,river; offbeat; hill; temple,"Tranquil Cottage Gulmi is a homestay situated in Near Marbhung, Gulmi. Guests enjoy Breakfast Included, Tour Desk, Bonfire. Nearby: Marbhung. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Breakfast Included"", ""Tour Desk"", ""Bonfire""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0424,Golden Cottage Kavre,Kavre,3,Near Dhulikhel,27.648398,85.246894,Hostel,600-3700 NPR,3.5,841,Restaurant; Swimming Pool; Spa; Conference Hall; Guide Services,Dhulikhel,trekking; heritage; near-temple; picnic spot; budget; adventure; hiking; hill,"Golden Cottage Kavre is a hostel situated in Near Dhulikhel, Kavre. Guests enjoy Restaurant, Swimming Pool, Spa, Conference Hall. Nearby: Dhulikhel. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Restaurant"", ""Swimming Pool"", ""Spa"", ""Conference Hall"", ""Guide Services""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0425,Sunrise Cottage,Kathmandu,3,Gaukhureshor Mahadev Temple,27.726211,85.301238,Guesthouse,4600-12400 NPR,3.4,15,Hiking Tours; Airport Shuttle; Family Rooms,Gaukhureshor Mahadev Temple,temple; hindu; statues; trekking-base; hiking,"Sunrise Cottage is a guesthouse situated in Gaukhureshor Mahadev Temple, Kathmandu. Guests enjoy Hiking Tours, Airport Shuttle, Family Rooms. Nearby: Gaukhureshor Mahadev Temple. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Airport Shuttle"", ""Family Rooms""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0426,Pine Villa - 426,Tehrathum,1,Sukepokhari,27.717556,85.350268,Lodge,6200-11400 NPR,3.6,358,Free Parking; Restaurant; Guide Services; Hiking Tours; Family Rooms,Sukepokhari,High-altitude pond; culture; nature photography; peaceful camping; luxury,"Pine Villa - 426 is a lodge situated in Sukepokhari, Tehrathum. Guests enjoy Free Parking, Restaurant, Guide Services, Hiking Tours. Nearby: Sukepokhari. Best time to visit: Oct–Dec & Mar–May.","{""best_time"": ""Oct–Dec & Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free Parking"", ""Restaurant"", ""Guide Services"", ""Hiking Tours"", ""Family Rooms""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0427,Meadow Inn Pyuthan,Pyuthan,5,Jabundada,27.71537,85.275027,Boutique Hotel,6200-10100 NPR,4.6,842,Swimming Pool; Pet Friendly; Airport Shuttle; Wake-up Service; Bike Rental; Lake View,Jabundada,trekking; wellness; near-temple; mountain-view; scenery; offbeat; cultural; hill,"Meadow Inn Pyuthan is a boutique hotel situated in Jabundada, Pyuthan. Guests enjoy Swimming Pool, Pet Friendly, Airport Shuttle, Wake-up Service. Nearby: Jabundada. Best time to visit: Mar–May, Sep–Nov.","{""best_time"": ""Mar–May, Sep–Nov"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Swimming Pool"", ""Pet Friendly"", ""Airport Shuttle"", ""Wake-up Service"", ""Bike Rental""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0428,Himalayan Villa Chitwan,Chitwan,3,Near Jeep Safari,27.529428,84.336239,Luxury Hotel,2100-8900 NPR,2.9,513,Spa; Lake View,Jeep Safari,wellness; Off-road wildlife spotting; birdwatching; budget; spiritual,"Himalayan Villa Chitwan is a luxury hotel situated in Near Jeep Safari, Chitwan. Guests enjoy Spa, Lake View. Nearby: Jeep Safari. Best time to visit: Oct–Apr.","{""best_time"": ""Oct–Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Spa"", ""Lake View""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0429,Vista Retreat,IIlam,1,Near Tea Gardens & Kanyam,27.673497,85.259364,Resort,5500-7400 NPR,3.2,254,Family Rooms; Restaurant; Airport Shuttle; Free WiFi; Laundry; Spa,Tea Gardens & Kanyam,peaceful; near-temple; Tea garden walks; family-friendly; sunrise from Shree Antu; offbeat; cultural homestays; local tea tasting,"Vista Retreat is a resort situated in Near Tea Gardens & Kanyam, IIlam. Guests enjoy Family Rooms, Restaurant, Airport Shuttle, Free WiFi. Nearby: Tea Gardens & Kanyam. Best time to visit: Oct–Dec & Mar–May.","{""best_time"": ""Oct–Dec & Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Family Rooms"", ""Restaurant"", ""Airport Shuttle"", ""Free WiFi"", ""Laundry""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0430,Tranquil Villa,Pokhara,4,Near Australian Camp,28.226521,84.011569,Boutique Hotel,3700-9000 NPR,3.7,9,Family Rooms; Bar,Australian Camp,Photography; peaceful; lakeside; Sunrise trek,"Tranquil Villa is a boutique hotel situated in Near Australian Camp, Pokhara. Guests enjoy Family Rooms, Bar. Nearby: Australian Camp. Best time to visit: Oct–Nov, Mar–May.","{""best_time"": ""Oct–Nov, Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Family Rooms"", ""Bar""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0431,Golden Inn,Kavre,3,Banepa ,27.663058,85.320274,Guesthouse,1300-4300 NPR,4.2,90,Bike Rental; Swimming Pool; Lake View; Room Service; Bar,Banepa ,trekking; historical; heritage; birdwatching; hiking,"Golden Inn is a guesthouse situated in Banepa , Kavre. Guests enjoy Bike Rental, Swimming Pool, Lake View, Room Service. Nearby: Banepa . Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bike Rental"", ""Swimming Pool"", ""Lake View"", ""Room Service"", ""Bar""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0432,Golden Retreat Rupandehi,Rupandehi,5,Paklihawa,27.688257,85.277949,Luxury Hotel,2200-10100 NPR,3.2,570,Tour Desk; Pet Friendly; Breakfast Included; Airport Shuttle; Bar; Guide Services; Spa,Paklihawa,birdwatching; mountain-view; scenery; offbeat; tour; hiking; luxury,"Golden Retreat Rupandehi is a luxury hotel situated in Paklihawa, Rupandehi. Guests enjoy Tour Desk, Pet Friendly, Breakfast Included, Airport Shuttle. Nearby: Paklihawa. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Tour Desk"", ""Pet Friendly"", ""Breakfast Included"", ""Airport Shuttle"", ""Bar""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0433,Everest Haven,Saptari,2,"Near Vishnu Temple, Saptari",27.756684,85.323246,Lodge,1900-7400 NPR,4.8,987,Lake View; Free WiFi,"Vishnu Temple, Saptari",culture; heritage; temple; hindu; hiking; lakeside,"Everest Haven is a lodge situated in Near Vishnu Temple, Saptari, Saptari. Guests enjoy Lake View, Free WiFi. Nearby: Vishnu Temple, Saptari. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Lake View"", ""Free WiFi""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
