activity_id,activity_name,destination,type,duration,price_npr,season,tags,description
A0470,Boating - Namje village,Namje village,Sightseeing,5 hrs,7500,Summer,photography; heritage; adventure,"A immersive boating in Namje village, ideal for adventure seekers."
A0471,"Rafting - Sunsari, Saptari, Udayapur","Sunsari, Saptari, Udayapur",Workshop,8 hrs,13300,Spring,local-experience; adventure; wildlife,"A relaxing rafting in Sunsari, Saptari, Udayapur, ideal for solo travelers."
A0472,Cycling - Ranikot,Ranikot,Cultural,1 hrs,7200,All Year,food; photography; trekking; local-experience,"A relaxing cycling in Ranikot, ideal for couples."
A0473,Jungle Safari - Karkineta( the source of Adhikhola River),Karkineta( the source of Adhikhola River),Workshop,3 hrs,14900,Summer,wildlife; relaxation; photography; offbeat,"A guided jungle safari in Karkineta( the source of Adhikhola River), ideal for adventure seekers."
A0474,"Hiking - Bhamarkot, Maate, Jaljala, Hampal (Kalanzar) Mountains","Bhamarkot, Maate, Jaljala, Hampal (Kalanzar) Mountains",Sightseeing,1 hrs,14300,Winter,culture; food; heritage; relaxation,"A immersive hiking in Bhamarkot, Maate, Jaljala, Hampal (Kalanzar) Mountains, ideal for families."
A0475,Cycling - Dakshinkali,Dakshinkali,Festival Tour,6 hrs,4700,Summer,wildlife; local-experience; relaxation; heritage,"A relaxing cycling in Dakshinkali, ideal for adventure seekers."
A0476,Cooking Class - Jajarkot,Jajarkot,Photo Tour,1 hrs,8500,Spring,adventure; trekking; relaxation,"A thrilling cooking class in Jajarkot, ideal for families."
A0477,Cooking Class - Mahashila,Mahashila,Sightseeing,1 hrs,12000,Winter,adventure; offbeat; relaxation; culture,"A immersive cooking class in Mahashila, ideal for solo travelers."
A0478,Cooking Class - Budinanda region,Budinanda region,Boat Ride,2 hrs,6000,Summer,culture; relaxation; trekking; adventure,"A immersive cooking class in Budinanda region, ideal for solo travelers."
A0479,Rafting - Tansen City,Tansen City,Photo Tour,4 hrs,11800,Summer,relaxation; offbeat,"A immersive rafting in Tansen City, ideal for solo travelers."
A0480,Temple Visit - Guhyeshwari temple,Guhyeshwari temple,Wildlife,6 hrs,9200,All Year,trekking; relaxation,"A guided temple visit in Guhyeshwari temple, ideal for solo travelers."
A0481,Cooking Class - Kavre ,Kavre ,Workshop,1 hrs,8600,All Year,heritage; local-experience; wildlife; trekking,"A thrilling cooking class in Kavre , ideal for solo travelers."
A0482,Cycling - Syangja,Syangja,Boat Ride,6 hrs,9000,All Year,photography; heritage; offbeat; trekking,"A guided cycling in Syangja, ideal for couples."
A0483,Paragliding - Khaptad National Park (West Entry),Khaptad National Park (West Entry),Trekking,5 hrs,1600,Summer,wildlife; relaxation,"A immersive paragliding in Khaptad National Park (West Entry), ideal for solo travelers."
A0484,Bird Watching - Kakre Bihar,Kakre Bihar,Boat Ride,5 hrs,8500,Spring,wildlife; food; adventure,"A guided bird watching in Kakre Bihar, ideal for families."
A0485,Paragliding - Nuwakot,Nuwakot,Sightseeing,3 hrs,3700,Winter,culture; relaxation; heritage; photography,"A thrilling paragliding in Nuwakot, ideal for families."
A0486,Rafting - Tasi Gumba,Tasi Gumba,Trekking,5 hrs,2300,Autumn,wildlife; local-experience; heritage; culture,"A relaxing rafting in Tasi Gumba, ideal for adventure seekers."
A0487,Cooking Class - Vivah Mandap,Vivah Mandap,Wildlife,6 hrs,1100,Summer,trekking; culture; local-experience; adventure,"A thrilling cooking class in Vivah Mandap, ideal for families."
A0488,Hiking - Kalika Bhagwati Temple,Kalika Bhagwati Temple,Relaxation,1 hrs,13100,Spring,heritage; food; adventure; offbeat,"A guided hiking in Kalika Bhagwati Temple, ideal for couples."
A0489,Hiking - Makalu barun national park,Makalu barun national park,Adventure,8 hrs,14900,Winter,heritage; culture; food; local-experience,"A relaxing hiking in Makalu barun national park, ideal for solo travelers."
A0490,Hiking - Langtang Valley,Langtang Valley,Relaxation,2 hrs,14000,All Year,heritage; offbeat,"A immersive hiking in Langtang Valley, ideal for families."
A0491,Cycling - Narayan ashram,Narayan ashram,Workshop,3 hrs,8000,Summer,culture; heritage; food,"A relaxing cycling in Narayan ashram, ideal for families."
A0492,Cycling - Api-Nampa Conservation Area,Api-Nampa Conservation Area,Sightseeing,1 hrs,10900,Spring,relaxation; adventure; heritage; local-experience,"A relaxing cycling in Api-Nampa Conservation Area, ideal for couples."
A0493,Cooking Class - Gahawa Mai Temple,Gahawa Mai Temple,Festival Tour,1 hrs,5000,Winter,local-experience; trekking; photography; heritage,"A guided cooking class in Gahawa Mai Temple, ideal for families."
A0494,Rafting - Biratpokhar,Biratpokhar,Relaxation,2 hrs,10000,All Year,heritage; wildlife; relaxation,"A guided rafting in Biratpokhar, ideal for families."
A0495,Cycling - Dattatraya and pottery Square,Dattatraya and pottery Square,Sightseeing,4 hrs,13000,All Year,wildlife; local-experience; relaxation; culture,"A immersive cycling in Dattatraya and pottery Square, ideal for couples."
A0496,Paragliding - Kanchanpur,Kanchanpur,Boat Ride,1 hrs,5000,Autumn,culture; heritage,"A immersive paragliding in Kanchanpur, ideal for solo travelers."
A0497,Jungle Safari - Chitlang VDC and Stupa of Chaitya Lhown(Ashoka Era),Chitlang VDC and Stupa of Chaitya Lhown(Ashoka Era),Cultural,2 hrs,10800,Summer,adventure; relaxation,"A thrilling jungle safari in Chitlang VDC and Stupa of Chaitya Lhown(Ashoka Era), ideal for families."
A0498,Boating - Mathuradada,Mathuradada,Wildlife,5 hrs,1700,Autumn,culture; heritage; food,"A relaxing boating in Mathuradada, ideal for solo travelers."
A0499,"Cycling - Gokyo lake, solukhumbu","Gokyo lake, solukhumbu",Festival Tour,4 hrs,8300,Autumn,wildlife; food,"A relaxing cycling in Gokyo lake, solukhumbu, ideal for families."
A0500,Paragliding - Sarlahi,Sarlahi,Sightseeing,6 hrs,3400,Autumn,wildlife; adventure,"A guided paragliding in Sarlahi, ideal for families."
